date,code,name,premium
2026-06-22,501093,华夏翔阳LOF,-6.21,估算净值
2026-06-22,501095,中银证券科技创新,-1.43,估算净值
2026-06-22,501096,国联安科创LOF,10.75,估算净值
2026-06-22,501097,科创国寿LOF,1.39,估算净值
2026-06-22,501098,科创建信LOF,5.32,估算净值
2026-06-22,501099,平安新兴产业LOF,-0.71,估算净值
2026-06-22,501186,华夏兴融LOF,-1.36,估算净值
2026-06-22,501188,添富核心精选LOF,-1.60,估算净值
2026-06-22,501189,嘉实产业优选LOF,-1.40,估算净值
2026-06-22,501200,科创加银LOF,-0.34,估算净值
2026-06-22,501202,科创红土LOF,-1.21,估算净值
2026-06-22,501203,华泰创新先锋LOF,-0.42,估算净值
2026-06-22,501205,鹏华创新未来LOF,-0.07,估算净值
2026-06-22,501206,添富创新未来LOF,-1.15,估算净值
2026-06-22,501207,华夏创新未来LOF,-0.92,估算净值
2026-06-22,501208,中欧创新未来LOF,-1.31,估算净值
2026-06-22,501209,富久食品饮料LOF,0.30,估算净值
2026-06-22,501210,交银智选星光OOF,3.25,估算净值
2026-06-22,501211,民生加银优享FOF,-1.98,估算净值
2026-06-22,501212,广发优选配置FOF,-1.12,估算净值
2026-06-22,501213,中欧汇选FOF,-0.02,估算净值
2026-06-22,501215,积极配置FOF,-1.25,估算净值
2026-06-22,501216,富国行业精选FOF,-1.88,估算净值
2026-06-22,501217,行业配置FOF,-3.00,估算净值
2026-06-22,501218,工银睿智进取FOF,-4.02,估算净值
2026-06-22,501219,智胜先驱LOF,-1.21,估算净值
2026-06-22,501220,行业轮动FOF,-1.18,估算净值
2026-06-22,501222,如意招享FOF,-0.45,估算净值
2026-06-22,501227,泓德红利优选LOF,-0.46,估算净值
2026-06-22,501301,香港大盘LOF,0.46,估算净值
2026-06-22,501302,恒生指数基金LOF,0.18,估算净值
2026-06-22,501303,恒生中型股LOF,-0.09,估算净值
2026-06-22,501305,港股高股息LOF,0.47,估算净值
2026-06-22,501306,港股高股息LOFC,0.76,估算净值
2026-06-22,501307,沪港深红利LOF,0.13,估算净值
2026-06-22,501311,港股通新经济LOF,0.62,估算净值
2026-06-22,501312,海外科技LOF,-0.90,估算净值
2026-06-22,502000,500增强LOF,-1.40,估算净值
2026-06-22,502003,军工LOF,-0.96,估算净值
2026-06-22,502006,国企改革LOF,-1.52,估算净值
2026-06-22,502010,证券LOF,-0.72,估算净值
2026-06-22,502013,一带一路LOF,-1.22,估算净值
2026-06-22,502023,钢铁LOF,-0.50,估算净值
2026-06-22,502048,上证50LOF,-0.66,估算净值
2026-06-22,502053,券商LOF,-0.99,估算净值
2026-06-22,502056,医疗基金LOF,0.39,估算净值
2026-06-22,506000,科创板基金,-5.90,估算净值
2026-06-22,506001,万家科创板,-5.41,估算净值
2026-06-22,506002,易方达科创板,-1.23,估算净值
2026-06-22,506003,富国科创板,-6.05,估算净值
2026-06-22,506005,科创板博时,-5.48,估算净值
2026-06-22,506006,汇添富科创板,-5.46,估算净值
2026-06-22,506008,科创板长城,-14.62,估算净值
2026-06-23,160105,南方配配LOF,-0.53,估算净值
2026-06-23,160106,南方高增LOF,-1.11,估算净值
2026-06-23,160119,500ETF联接LOF,-0.62,估算净值
2026-06-23,160127,南方消费LOF,-0.69,估算净值
2026-06-23,160128,南方金利定开,-0.20,估算净值
2026-06-23,160133,南方天元LOF,-0.22,估算净值
2026-06-23,160135,高铁基金LOF,-0.40,估算净值
2026-06-23,160140,美国REIT精选LOF,0.09,估算净值
2026-06-23,160142,南方优势产业LOF,-0.12,估算净值
2026-06-23,160143,创业板定开南方,-4.02,估算净值
2026-06-23,160211,国泰小盘LOF,-0.55,估算净值
2026-06-23,160212,国泰估值LOF,0.09,估算净值
2026-06-23,160215,国泰价值LOF,-0.21,估算净值
2026-06-23,160218,房地产LOF,-0.59,估算净值
2026-06-23,160219,医药LOF,0.10,估算净值
2026-06-23,160220,国泰国益LOF,-0.61,估算净值
2026-06-23,160221,有色金属LOF,0.40,估算净值
2026-06-23,160222,食品LOF,0.06,估算净值
2026-06-23,160223,创业板LOF,-0.01,估算净值
2026-06-23,160225,新能源汽车LOF,-0.64,估算净值
2026-06-23,160311,华夏蓝筹LOF,0.60,估算净值
2026-06-23,160314,华夏行业LOF,-0.67,估算净值
2026-06-23,160322,港股精选LOF,1.12,估算净值
2026-06-23,160323,华夏磐泰LOF,0.02,估算净值
2026-06-23,160324,华夏磐晟LOF,0.57,估算净值
2026-06-23,160325,华夏创业板定开,-4.24,估算净值
2026-06-23,160326,优选配置FOF-LOF,0.14,估算净值
2026-06-23,160416,石油基金LOF,-0.47,估算净值
2026-06-23,160421,华安智增LOF,0.24,估算净值
2026-06-23,160505,博时主题LOF,-0.75,估算净值
2026-06-23,160512,博时卓越LOF,-0.35,估算净值
2026-06-23,160515,安丰18定开,-0.72,估算净值
2026-06-23,160518,博时睿远LOF,-0.15,估算净值
2026-06-23,160526,博时优势企业,0.46,估算净值
2026-06-23,160527,博时研究优选LOF,1.04,估算净值
2026-06-23,160529,创业板博时定开,-5.04,估算净值
2026-06-23,160607,鹏华价值优势LOF,-0.93,估算净值
2026-06-23,160610,鹏华动力LOF,0.69,估算净值
2026-06-23,160611,鹏华优质治理LOF,-1.65,估算净值
2026-06-23,160615,鹏华300LOF,-0.07,估算净值
2026-06-23,160616,鹏华500LOF,-0.17,估算净值
2026-06-23,160617,鹏华丰润LOF,-0.20,估算净值
2026-06-23,160620,资源LOF,-0.03,估算净值
2026-06-23,160622,鹏华丰利LOF,-0.39,估算净值
2026-06-23,160625,证保LOF,-0.67,估算净值
2026-06-23,160626,信息LOF,0.33,估算净值
2026-06-23,160628,地产LOF,0.28,估算净值
2026-06-23,160629,传媒LOF,-0.08,估算净值
2026-06-23,160630,国防LOF,-0.34,估算净值
2026-06-23,160631,银行LOF基金,-1.22,估算净值
2026-06-23,160632,酒LOF,0.08,估算净值
2026-06-23,160633,券商LOF,9.51,估算净值
2026-06-23,160635,医药LOF基金,-0.09,估算净值
2026-06-23,160637,创业板基金基金,-0.44,估算净值
2026-06-23,160638,带路LOF,0.35,估算净值
2026-06-23,160639,高铁LOF,-0.11,估算净值
2026-06-23,160641,鹏华丰锐LOF,0.09,估算净值
2026-06-23,160642,鹏华增瑞LOF,3.42,估算净值
2026-06-23,160643,空天军工LOF,-0.78,估算净值
2026-06-23,160644,港美互联网LOF,-4.24,估算净值
2026-06-23,160706,沪深300LOF,-0.73,估算净值
2026-06-23,160716,基本面50LOF,-0.19,估算净值
2026-06-23,160717,H股LOF,0.03,估算净值
2026-06-23,160722,嘉实惠泽LOF,0.10,估算净值
2026-06-23,160726,嘉实瑞享定开,-3.76,估算净值
2026-06-23,160805,长盛同智LOF,-1.30,估算净值
2026-06-23,160806,长盛中证800LOF,-0.35,估算净值
2026-06-23,160807,长盛沪深300LOF,1.04,估算净值
2026-06-23,160812,长盛同益LOF,-0.63,估算净值
2026-06-23,160813,长盛同盛LOF,-0.97,估算净值
2026-06-23,160910,创新成长LOF,-0.41,估算净值
2026-06-23,160916,优选LOF,-1.14,估算净值
2026-06-23,160918,中小盘LOF,-0.97,估算净值
2026-06-23,160919,产业升级LOF,-0.97,估算净值
2026-06-23,160921,多策略LOF,0.15,估算净值
2026-06-23,160924,恒生指数LOF,0.07,估算净值
2026-06-23,160925,沪深港300LOF,2.65,估算净值
2026-06-23,160926,创业板定开,-3.65,估算净值
2026-06-23,161005,富国天惠LOF,-1.44,估算净值
2026-06-23,161010,富国天丰LOF,-0.24,估算净值
2026-06-23,161015,富国天盈LOF,0.53,估算净值
2026-06-23,161017,500增强LOF,-1.04,估算净值
2026-06-23,161019,富国天锋LOF,-0.49,估算净值
2026-06-23,161024,军工LOF,-0.25,估算净值
2026-06-23,161025,互联网LOF,1.41,估算净值
2026-06-23,161026,国企改革LOF,-0.96,估算净值
2026-06-23,161027,证券LOF,-0.96,估算净值
2026-06-23,161028,新能源车LOF,-0.46,估算净值
2026-06-23,161029,银行龙头LOF,0.07,估算净值
2026-06-23,161030,体育LOF,-0.21,估算净值
2026-06-23,161031,工业40LOF,-1.01,估算净值
2026-06-23,161032,煤炭龙头LOF,0.26,估算净值
2026-06-23,161033,智能汽车LOF,-0.39,估算净值
2026-06-23,161035,医药增强LOF,0.41,估算净值
2026-06-23,161036,娱乐增强LOF,0.17,估算净值
2026-06-23,161037,高端制造LOF,1.35,估算净值
2026-06-23,161038,成长LOF,-0.95,估算净值
2026-06-23,161039,1000增强LOF,-0.64,估算净值
2026-06-23,161040,创业富国定开,-3.92,估算净值
2026-06-23,161115,易基岁丰添利LOF,-0.08,估算净值
2026-06-23,161116,黄金主题LOF,-2.39,估算净值
2026-06-23,161117,易基永旭添利定开,-0.19,估算净值
2026-06-23,161118,中小企业100LOF,0.53,估算净值
2026-06-23,161119,易方达新综债LOF,-0.01,估算净值
2026-06-23,161121,银行LOF易方达,-0.40,估算净值
2026-06-23,161122,生物科技LOF,0.43,估算净值
2026-06-23,161123,并购重组LOF,-0.70,估算净值
2026-06-23,161124,港股小盘LOF,-0.39,估算净值
2026-06-23,161125,标普500LOF,0.35,估算净值
2026-06-23,161126,标普医疗保健LOF,-0.92,估算净值
2026-06-23,161127,标普生物科技LOF,2.27,估算净值
2026-06-23,161128,标普信息科技LOF,1.09,估算净值
2026-06-23,161130,纳斯达克100LOF,1.31,估算净值
2026-06-23,161131,易方达科润LOF,-1.27,估算净值
2026-06-23,161132,易方达科顺定开,-6.96,估算净值
2026-06-23,161133,优势回报FOF-LOF,4.63,估算净值
2026-06-23,161216,国投双债LOF,0.14,估算净值
2026-06-23,161217,国投资源LOF,-0.04,估算净值
2026-06-23,161219,国投新兴产业LOF,2.14,估算净值
2026-06-23,161222,国投瑞利LOF,0.36,估算净值
2026-06-23,161224,国投新丝路LOF,-0.84,估算净值
2026-06-23,161225,国投瑞盈LOF,-0.67,估算净值
2026-06-23,161227,国投深证100LOF,-0.29,估算净值
2026-06-23,161232,国投瑞盛LOF,-0.35,估算净值
2026-06-23,161505,银河通利债券LOF,0.25,估算净值
2026-06-23,161607,巨潮100LOF,0.01,估算净值
2026-06-23,161610,融通领先成长LOF,-0.37,估算净值
2026-06-23,161631,人工智能LOF,-0.50,估算净值
2026-06-23,161706,招商成长LOF,-0.34,估算净值
2026-06-23,161715,大宗商品LOF,-0.29,估算净值
2026-06-23,161716,招商双债LOF,0.04,估算净值
2026-06-23,161720,证券基金LOF,-0.77,估算净值
2026-06-23,161722,招商丰泰LOF,-0.54,估算净值
2026-06-23,161724,煤炭等权LOF,0.37,估算净值
2026-06-23,161725,白酒基金LOF,-0.35,估算净值
2026-06-23,161726,生物医药LOF,0.14,估算净值
2026-06-23,161729,招商瑞利LOF,-0.65,估算净值
2026-06-23,161903,万家行业优选LOF,-0.30,估算净值
2026-06-23,161912,社会责任定开,-2.09,估算净值
2026-06-23,161914,创业板2年定开,-6.81,估算净值
2026-06-23,162006,长城久富LOF,1.45,估算净值
2026-06-23,162105,金鹰持久增利LOF,-0.53,估算净值
2026-06-23,162108,金鹰元盛债券LOF,-0.38,估算净值
2026-06-23,162207,宏利效率混合LOF,0.81,估算净值
2026-06-23,162215,宏利聚利债券LOF,0.03,估算净值
2026-06-23,162216,宏利500增强LOF,-0.48,估算净值
2026-06-23,162307,海富通A100LOF,-0.21,估算净值
2026-06-23,162411,华宝油气LOF,-0.23,估算净值
2026-06-23,162412,医疗基金LOF,-0.11,估算净值
2026-06-23,162414,新机遇LOF,-1.45,估算净值
2026-06-23,162415,美国消费LOF,-3.35,估算净值
2026-06-23,162509,中证A100LOF,2.12,估算净值
2026-06-23,162605,景顺鼎益LOF,-1.01,估算净值
2026-06-23,162607,景顺资源LOF,-1.38,估算净值
2026-06-23,162703,广发小盘LOF,-1.40,估算净值
2026-06-23,162711,中证500LOF,-0.63,估算净值
2026-06-23,162715,广发聚源LOF,0.08,估算净值
2026-06-23,162719,石油LOF,-0.12,估算净值
2026-06-23,162720,广发创业板定开,-5.69,估算净值
2026-06-23,163001,长信医疗LOF,-0.72,估算净值
2026-06-23,163003,长信利鑫LOF,-0.09,估算净值
2026-06-23,163005,长信利众LOF,-0.13,估算净值
2026-06-23,163109,申万深成LOF,-0.82,估算净值
2026-06-23,163110,申万量化LOF,-0.33,估算净值
2026-06-23,163111,申万中小LOF,-0.15,估算净值
2026-06-23,163113,申万证券LOF,-0.57,估算净值
2026-06-23,163114,申万环保LOF,-0.12,估算净值
2026-06-23,163115,申万军工LOF,-0.12,估算净值
2026-06-23,163116,申万电子LOF,-0.25,估算净值
2026-06-23,163118,医药生物LOF,0.68,估算净值
2026-06-23,163302,大摩资源LOF,0.34,估算净值
2026-06-23,163402,兴全趋势LOF,-0.19,估算净值
2026-06-23,163406,兴全合润LOF,-0.20,估算净值
2026-06-23,163407,兴全沪深300LOF,0.01,估算净值
2026-06-23,163409,兴全绿色LOF,-1.04,估算净值
2026-06-23,163412,兴全轻资产LOF,-0.87,估算净值
2026-06-23,163415,兴全商业模式LOF,-0.10,估算净值
2026-06-23,163417,兴全合宜LOF,-0.95,估算净值
2026-06-23,163418,兴全合兴LOF,-0.77,估算净值
2026-06-23,163503,天治核心LOF,0.85,估算净值
2026-06-23,163801,中银中国LOF,0.37,估算净值
2026-06-23,163819,中银信用增利LOF,-0.26,估算净值
2026-06-23,163821,沪深300等权LOF,-0.69,估算净值
2026-06-23,163907,中海惠裕LOF,-0.12,估算净值
2026-06-23,164206,天弘添利LOF,-0.35,估算净值
2026-06-23,164403,农业精选LOF,-0.31,估算净值
2026-06-23,164508,国富中证A100LOF,-0.09,估算净值
2026-06-23,164509,国富恒利债券LOF,-0.27,估算净值
2026-06-23,164703,汇添富纯债LOF,0.16,估算净值
2026-06-23,164705,恒生LOF,0.25,估算净值
2026-06-23,164814,工银纯债定开,1.40,估算净值
2026-06-23,164902,交银添利LOF,1.08,估算净值
2026-06-23,165309,沪深300LOF建信,0.31,估算净值
2026-06-23,165313,建信优势LOF,0.17,估算净值
2026-06-23,165508,中信保诚深度LOF,1.24,估算净值
2026-06-23,165509,中信保诚增强LOF,1.36,估算净值
2026-06-23,165511,中信保诚500LOF,-0.33,估算净值
2026-06-23,165512,中信保诚机遇LOF,-1.41,估算净值
2026-06-23,165513,中信保诚商品LOF,-2.73,估算净值
2026-06-23,165515,中信保诚300LOF,0.38,估算净值
2026-06-23,165516,中信保诚周期LOF,-0.01,估算净值
2026-06-23,165519,医药生物科技LOF,-0.21,估算净值
2026-06-23,165520,有色LOF,0.43,估算净值
2026-06-23,165521,金融LOF,-0.64,估算净值
2026-06-23,165522,TMTLOF,-0.43,估算净值
2026-06-23,165525,基建工程LOF,-0.01,估算净值
2026-06-23,165528,中信保诚鼎利LOF,0.28,估算净值
2026-06-23,166001,中欧趋势LOF,-0.85,估算净值
2026-06-23,166006,中欧成长LOF,-1.53,估算净值
2026-06-23,166008,中欧强债LOF,-0.15,估算净值
2026-06-23,166009,中欧动力LOF,0.71,估算净值
2026-06-23,166011,中欧盛世LOF,-0.88,估算净值
2026-06-23,166023,中欧瑞丰LOF,-1.08,估算净值
2026-06-23,166024,中欧恒利定开,-1.53,估算净值
2026-06-23,166025,中欧远见定开,-5.52,估算净值
2026-06-23,166027,中欧创业定开,-1.86,估算净值
2026-06-23,166105,信澳鑫安LOF,3.48,估算净值
2026-06-23,167001,鼎泰LOF,-1.05,估算净值
2026-06-23,167002,鼎越LOF,-0.83,估算净值
2026-06-23,167003,鼎弘LOF,-0.89,估算净值
2026-06-23,167301,保险主题LOF,0.18,估算净值
2026-06-23,167506,安信深圳科技LOF,0.04,估算净值
2026-06-23,167508,安信价值发现定开,-1.10,估算净值
2026-06-23,168101,九泰锐智LOF,-0.32,估算净值
2026-06-23,168102,九泰锐富LOF,-0.39,估算净值
2026-06-23,168103,九泰锐益LOF,-1.17,估算净值
2026-06-23,168104,九泰锐丰LOF,2.98,估算净值
2026-06-23,168105,九泰泰富LOF,-0.80,估算净值
2026-06-23,168203,钢铁LOF,0.40,估算净值
2026-06-23,168204,煤炭LOF,-0.57,估算净值
2026-06-23,168301,东海祥龙LOF,-0.07,估算净值
2026-06-23,168401,红土创新精选LOF,1.52,估算净值
2026-06-23,168701,金融科技LOF,-0.81,估算净值
2026-06-23,169101,东方红睿丰LOF,-0.33,估算净值
2026-06-23,169104,东方红睿满LOF,-0.90,估算净值
2026-06-23,169105,东方红睿华LOF,-2.16,估算净值
2026-06-23,169106,东方红创优定开,-0.91,估算净值
2026-06-23,169201,浙商鼎盈LOF,0.52,估算净值
2026-06-23,501001,财通精选混合LOF,0.96,估算净值
2026-06-23,501005,精准医疗LOF,0.01,估算净值
2026-06-23,501006,精准医C,15.55,估算净值
2026-06-23,501007,互联医疗LOF,0.10,估算净值
2026-06-23,501008,互联网医疗LOFC,0.40,估算净值
2026-06-23,501009,生物科技LOF,0.20,估算净值
2026-06-23,501010,生物科技LOFC,-0.14,估算净值
2026-06-23,501011,中药基金LOF,-0.35,估算净值
2026-06-23,501012,中药基金LOFC,-0.59,估算净值
2026-06-23,501015,财通升级混合LOF,1.15,估算净值
2026-06-23,501016,券商基金LOF,-0.62,估算净值
2026-06-23,501019,军工基金LOF,-0.49,估算净值
2026-06-23,501022,银华鑫盛LOF,0.13,估算净值
2026-06-23,501023,港中小企业LOF,-0.69,估算净值
2026-06-23,501025,香港银行LOF,-0.06,估算净值
2026-06-23,501026,财通福享混合LOF,0.15,估算净值
2026-06-23,501028,财通福瑞混合LOF,-0.28,估算净值
2026-06-23,501030,环境治理LOF,0.16,估算净值
2026-06-23,501031,环境治理LOFC,-0.14,估算净值
2026-06-23,501032,财通福盛混合LOF,-0.52,估算净值
2026-06-23,501036,中证500LOF,0.54,估算净值
2026-06-23,501037,中证500LOFC,-0.34,估算净值
2026-06-23,501038,银华明择,-3.79,估算净值
2026-06-23,501043,沪深300LOF,0.54,估算净值
2026-06-23,501045,沪深300LOFC,0.26,估算净值
2026-06-23,501046,财通福鑫定开混合,44.33,估算净值
2026-06-23,501047,证券公司LOF,0.30,估算净值
2026-06-23,501048,证券公司LOFC,-0.42,估算净值
2026-06-23,501050,50AHLLOF,-0.03,估算净值
2026-06-23,501051,圆信永丰汇利LOF,-0.23,估算净值
2026-06-23,501057,新能源LOF,-0.25,估算净值
2026-06-23,501058,新能源LOFC,0.73,估算净值
2026-06-23,501059,国企红利LOF,-0.78,估算净值
2026-06-23,501060,金选300A类LOF,0.02,估算净值
2026-06-23,501061,金选300C类LOF,-0.23,估算净值
2026-06-23,501062,南方瑞合LOF,-4.85,估算净值
2026-06-23,501064,国泰价值LOF,-1.46,估算净值
2026-06-23,501065,经典成长,-8.34,估算净值
2026-06-23,501070,广发睿阳,-10.53,估算净值
2026-06-23,501071,泓德丰泽LOF,-1.69,估算净值
2026-06-23,501073,华安智联LOF,1.22,估算净值
2026-06-23,501075,科创主题LOF,-1.37,估算净值
2026-06-23,501076,鹏华创新动力LOF,-0.86,估算净值
2026-06-23,501077,富国创新企业LOF,-1.04,估算净值
2026-06-23,501078,科创配置LOF,-0.43,估算净值
2026-06-23,501079,科创大成LOF,-0.09,估算净值
2026-06-23,501080,科创主题投资基金,-0.07,估算净值
2026-06-23,501081,科创中欧LOF,-0.39,估算净值
2026-06-23,501082,科创投资LOF,1.37,估算净值
2026-06-23,501083,科创银华LOF,-0.77,估算净值
2026-06-23,501085,财通科创LOF,-0.77,估算净值
2026-06-23,501087,交银瑞丰LOF,0.19,估算净值
2026-06-23,501088,嘉实瑞虹,-8.42,估算净值
2026-06-23,501089,消费红利增强LOF,0.35,估算净值
2026-06-23,501090,消费龙头LOF,0.40,估算净值
2026-06-23,501091,嘉实欣荣LOF,1.45,估算净值
2026-06-23,501092,交银瑞思LOF,-0.13,估算净值
2026-06-23,501093,华夏翔阳LOF,-2.88,估算净值
2026-06-23,501095,中银证券科技创新,-0.99,估算净值
2026-06-23,501096,国联安科创LOF,18.72,估算净值
2026-06-23,501097,科创国寿LOF,-0.43,估算净值
2026-06-23,501098,科创建信LOF,-0.88,估算净值
2026-06-23,501099,平安新兴产业LOF,-1.78,估算净值
2026-06-23,501186,华夏兴融LOF,0.12,估算净值
2026-06-23,501188,添富核心精选LOF,-0.45,估算净值
2026-06-23,501189,嘉实产业优选LOF,0.69,估算净值
2026-06-23,501200,科创加银LOF,-1.11,估算净值
2026-06-23,501202,科创红土LOF,-0.61,估算净值
2026-06-23,501203,华泰创新先锋LOF,-1.24,估算净值
2026-06-23,501205,鹏华创新未来LOF,-0.31,估算净值
2026-06-23,501206,添富创新未来LOF,-1.44,估算净值
2026-06-23,501207,华夏创新未来LOF,-1.10,估算净值
2026-06-23,501208,中欧创新未来LOF,-1.14,估算净值
2026-06-23,501209,富久食品饮料LOF,0.21,估算净值
2026-06-23,501210,交银智选星光OOF,3.03,估算净值
2026-06-23,501212,广发优选配置FOF,-1.17,估算净值
2026-06-23,501213,中欧汇选FOF,0.84,估算净值
2026-06-23,501215,积极配置FOF,0.59,估算净值
2026-06-23,501216,富国行业精选FOF,-1.12,估算净值
2026-06-23,501217,行业配置FOF,-0.88,估算净值
2026-06-23,501218,工银睿智进取FOF,-0.83,估算净值
2026-06-23,501219,智胜先驱LOF,-1.01,估算净值
2026-06-23,501220,行业轮动FOF,-2.14,估算净值
2026-06-23,501227,泓德红利优选LOF,-0.21,估算净值
2026-06-23,501301,香港大盘LOF,0.18,估算净值
2026-06-23,501302,恒生指数基金LOF,0.10,估算净值
2026-06-23,501303,恒生中型股LOF,1.17,估算净值
2026-06-23,501305,港股高股息LOF,0.16,估算净值
2026-06-23,501306,港股高股息LOFC,0.50,估算净值
2026-06-23,501307,沪港深红利LOF,0.45,估算净值
2026-06-23,501311,港股通新经济LOF,0.36,估算净值
2026-06-23,501312,海外科技LOF,-3.73,估算净值
2026-06-23,502000,500增强LOF,-0.13,估算净值
2026-06-23,502003,军工LOF,-0.36,估算净值
2026-06-23,502006,国企改革LOF,-0.12,估算净值
2026-06-23,502010,证券LOF,-0.34,估算净值
2026-06-23,502013,一带一路LOF,-0.06,估算净值
2026-06-23,502023,钢铁LOF,-1.26,估算净值
2026-06-23,502048,上证50LOF,0.22,估算净值
2026-06-23,502053,券商LOF,-0.27,估算净值
2026-06-23,502056,医疗基金LOF,0.15,估算净值
2026-06-23,506000,科创板基金,-7.35,估算净值
2026-06-23,506001,万家科创板,-5.93,估算净值
2026-06-23,506002,易方达科创板,-2.29,估算净值
2026-06-23,506003,富国科创板,-5.03,估算净值
2026-06-23,506005,科创板博时,-6.06,估算净值
2026-06-23,506006,汇添富科创板,-5.75,估算净值
2026-06-23,506008,科创板长城,-14.84,估算净值
2026-06-23,160105,南方配配LOF,-1.12,估算净值
2026-06-23,160106,南方高增LOF,-1.12,估算净值
2026-06-23,160119,500ETF联接LOF,-0.44,估算净值
2026-06-23,160127,南方消费LOF,0.04,估算净值
2026-06-23,160128,南方金利定开,-0.18,估算净值
2026-06-23,160133,南方天元LOF,-0.52,估算净值
2026-06-23,160135,高铁基金LOF,-0.12,估算净值
2026-06-23,160140,美国REIT精选LOF,-0.05,估算净值
2026-06-23,160142,南方优势产业LOF,-0.97,估算净值
2026-06-23,160143,创业板定开南方,-3.06,估算净值
2026-06-23,160211,国泰小盘LOF,0.26,估算净值
2026-06-23,160212,国泰估值LOF,-0.84,估算净值
2026-06-23,160215,国泰价值LOF,-0.02,估算净值
2026-06-23,160218,房地产LOF,1.60,估算净值
2026-06-23,160219,医药LOF,0.28,估算净值
2026-06-23,160220,国泰国益LOF,-0.80,估算净值
2026-06-23,160221,有色金属LOF,0.77,估算净值
2026-06-23,160222,食品LOF,-0.40,估算净值
2026-06-23,160223,创业板LOF,1.33,估算净值
2026-06-23,160225,新能源汽车LOF,0.02,估算净值
2026-06-23,160311,华夏蓝筹LOF,0.76,估算净值
2026-06-23,160314,华夏行业LOF,-0.59,估算净值
2026-06-23,160322,港股精选LOF,1.70,估算净值
2026-06-23,160323,华夏磐泰LOF,0.01,估算净值
2026-06-23,160324,华夏磐晟LOF,0.80,估算净值
2026-06-23,160325,华夏创业板定开,-4.71,估算净值
2026-06-23,160326,优选配置FOF-LOF,-0.35,估算净值
2026-06-23,160416,石油基金LOF,-0.88,估算净值
2026-06-23,160421,华安智增LOF,1.21,估算净值
2026-06-23,160505,博时主题LOF,-1.32,估算净值
2026-06-23,160512,博时卓越LOF,-0.92,估算净值
2026-06-23,160513,稳健债LOF,-0.14,估算净值
2026-06-23,160515,安丰18定开,-0.71,估算净值
2026-06-23,160518,博时睿远LOF,-0.31,估算净值
2026-06-23,160526,博时优势企业,0.76,估算净值
2026-06-23,160527,博时研究优选LOF,1.89,估算净值
2026-06-23,160529,创业板博时定开,-5.55,估算净值
2026-06-23,160607,鹏华价值优势LOF,-0.55,估算净值
2026-06-23,160610,鹏华动力LOF,1.32,估算净值
2026-06-23,160611,鹏华优质治理LOF,-1.89,估算净值
2026-06-23,160615,鹏华300LOF,0.80,估算净值
2026-06-23,160616,鹏华500LOF,0.04,估算净值
2026-06-23,160617,鹏华丰润LOF,-0.18,估算净值
2026-06-23,160620,资源LOF,-0.63,估算净值
2026-06-23,160622,鹏华丰利LOF,-0.45,估算净值
2026-06-23,160625,证保LOF,-0.42,估算净值
2026-06-23,160626,信息LOF,-0.40,估算净值
2026-06-23,160628,地产LOF,0.84,估算净值
2026-06-23,160629,传媒LOF,0.48,估算净值
2026-06-23,160630,国防LOF,0.49,估算净值
2026-06-23,160631,银行LOF基金,-0.75,估算净值
2026-06-23,160632,酒LOF,0.24,估算净值
2026-06-23,160633,券商LOF,9.10,估算净值
2026-06-23,160635,医药LOF基金,0.09,估算净值
2026-06-23,160637,创业板基金基金,-0.15,估算净值
2026-06-23,160638,带路LOF,-0.33,估算净值
2026-06-23,160639,高铁LOF,-0.19,估算净值
2026-06-23,160641,鹏华丰锐LOF,0.41,估算净值
2026-06-23,160642,鹏华增瑞LOF,4.80,估算净值
2026-06-23,160643,空天军工LOF,-0.23,估算净值
2026-06-23,160644,港美互联网LOF,-4.57,估算净值
2026-06-23,160706,沪深300LOF,-0.69,估算净值
2026-06-23,160716,基本面50LOF,0.22,估算净值
2026-06-23,160717,H股LOF,-0.12,估算净值
2026-06-23,160722,嘉实惠泽LOF,-1.21,估算净值
2026-06-23,160726,嘉实瑞享定开,-4.00,估算净值
2026-06-23,160805,长盛同智LOF,-1.14,估算净值
2026-06-23,160806,长盛中证800LOF,0.89,估算净值
2026-06-23,160807,长盛沪深300LOF,1.83,估算净值
2026-06-23,160812,长盛同益LOF,-0.85,估算净值
2026-06-23,160813,长盛同盛LOF,-0.75,估算净值
2026-06-23,160910,创新成长LOF,-0.20,估算净值
2026-06-23,160916,优选LOF,-0.93,估算净值
2026-06-23,160918,中小盘LOF,-0.59,估算净值
2026-06-23,160919,产业升级LOF,-0.23,估算净值
2026-06-23,160921,多策略LOF,0.52,估算净值
2026-06-23,160924,恒生指数LOF,-0.49,估算净值
2026-06-23,160925,沪深港300LOF,2.96,估算净值
2026-06-23,160926,创业板定开,-3.67,估算净值
2026-06-23,161005,富国天惠LOF,-1.41,估算净值
2026-06-23,161010,富国天丰LOF,-0.30,估算净值
2026-06-23,161015,富国天盈LOF,0.53,估算净值
2026-06-23,161017,500增强LOF,-0.23,估算净值
2026-06-23,161019,富国天锋LOF,-0.40,估算净值
2026-06-23,161024,军工LOF,0.65,估算净值
2026-06-23,161025,互联网LOF,-0.21,估算净值
2026-06-23,161026,国企改革LOF,-0.73,估算净值
2026-06-23,161027,证券LOF,-0.59,估算净值
2026-06-23,161028,新能源车LOF,0.01,估算净值
2026-06-23,161029,银行龙头LOF,0.08,估算净值
2026-06-23,161030,体育LOF,-1.00,估算净值
